Features,Kilowatts,Cylinder Layout,Finance Price,Mileage,Gears,Fuel Type,No of Seats,Registration Year,Colour,No of Doors,Spare Key,Fuel Consumption,Dekra,Variant,Drive,Body Type,Vehicle Service History,id,Maintenance plan,Fuel Tank Capacity,Parking bay number,Category,Price,Make,NaTIS Vehicle status,Engine Capacity,Branch,Warranty,Model,Transmission
[],66 kW,I3,R 1 739  p/m,150 000km,5,Petrol,5,2014,Blue,5,Yes,5.2 l/100km,Dekra Green,900 T Dynamique,F,Hatchback,"Complete, Up To Date",C3AC04830,,45 l,, A,R 75 900 ,Renault,,898 cc,George (WC),,Sandero,Manual
[],135 kW,I4,R 1 739  p/m,216 500km,8,Petrol,5,2012,Blue,4, No,5.9 l/100km,Dekra Green,320i M Sport Auto (F30),R,Sedan,No record,B02F02562,,60 l,, B,R 75 900 ,BMW,,1997 cc,Dome (GP),,3 Series,Automatic
[],85 kW,I4,,100 806km,5,Petrol,5,2014,Silver,4,Yes,6.4 l/100km,Dekra Green,1.6 LS,F,Sedan,No record,985908520,,46 l,, B,R 75 000 ,Chevrolet,,1598 cc,Riverhorse (KZN),,Sonic,Manual
[],100 kW,I4,,285 000km,6,Diesel,5,2005,White,5,Yes,7.28 l/100km,Dekra Green,2.0d,F,Station Wagon,"Complete, Up To Date",68CE01540,,55 l,, B,R 38 000 ,Volvo,,1997 cc,Riverhorse (KZN),,V50,Manual
['Auto stop-start'],165 kW,I4,,150 237km,7,Petrol,5,2014,White,2, No,6.7 l/100km,Dekra Green,2.0T FSI Q Stronic (165 KW),FR,Coupe,No record,094810026,,64 l,EPP B001, B,R 75 000 ,Audi,,1984 cc,Epping (WC),,A5,Automatic
[],164 kW,L6,,206 095km,5,Petrol,5,1996,Red,4, No,,Dekra Green,XR6,R,Sedan,Partial,B60907572,,68 l,, B,R 40 000 ,Ford,,3984 cc,Midstream (GP),,Falcon,Manual
"['CarPlay or Android Auto', 'Auto stop-start']",100 kW,I4,,151 365km,8,Petrol,5,2013,Grey,4, No,5.8 l/100km,Dekra Green,316i Auto (F30),R,Sedan,No record,42D801915,,60 l,, B,R 68 000 ,BMW,,1598 cc,JHB South (GP),,3 Series,Automatic
[],118 kW,I4,,153 000km,6,Petrol,4,2010,White,2, No,7.6 l/100km,Dekra Green,1.8T FSI Cabriolet Auto,F,Cabriolet,No record,93F807584,,55 l,Near: GER d039, B,R 68 000 ,Audi,,1798 cc,Germiston (GP),,A3,Automatic
[],90 kW,I4,,442 908km,6,Petrol,5,2016,White,4, No,7.1 l/100km,Dekra Green,1.6,F,Sedan,Partial,9DA007966,,55 l,, B,R 75 000 ,Toyota,,1598 cc,Silver Lakes (GP),,Corolla Quest,Manual
[],60 kW,I4,R 1 739  p/m,92 144km,5,Petrol,5,2016,Silver,5, No,5.4 l/100km,Dekra Green,1.2 Campus/curve 5-Door,F,Hatchback,No record,117D09972,,35 l,, A,R 75 900 ,Chevrolet,,1206 cc,Mbombela (MP),,Spark,Manual
[],65 kW,I4,,249 000km,5,Petrol,5,2015,Brown,4, No,5.4 l/100km,Dekra Green,Rio1.2 (4dr),F,Sedan,Partial,FF2308753,,43 l,, B,R 65 000 ,KIA,,1248 cc,Germiston (GP),,RIO,Manual
[],131 kW,L6,,225 042km,4,Petrol,5,1998,Green,5,Yes,,Dekra Green,Sport 4.0 Auto,FR,Sports Utility Vehicle (SUV),Partial but Up to Date,B5E911454,,77 l,, B,R 68 000 ,Jeep,,3960 cc,Midstream (GP),,Cherokee,Automatic
[],79 kW,I4,,263 135km,6,Petrol,5,2013,Beige,5,Yes,6.4 l/100km,Dekra Green,1.4 5-Door,F,Hatchback,No record,B56A08946,,43 l,, B,R 65 000 ,KIA,,1396 cc,Dome (GP),,RIO,Manual
[],115 kW,I4,,250 000km,6,Petrol,5,2008,White,3, No,,Dekra Green,320i Coupe Auto (E92),R,Coupe,No record,B9A707984,,63 l,CPT h078, B,R 67 000 ,BMW,,1995 cc,Brackenfell (WC),,3 Series,Automatic
[],63 kW,I4,,263 000km,5,Petrol,5,2014,Red,5, No,6.1 l/100km,Dekra Green,1.4 Comfortline 5-Door,F,Hatchback,Complete but Due,D29708009,,45 l,, B,R 75 000 ,Volkswagen,,1398 cc,Silver Lakes (GP),,Polo,Manual
[],64 kW,I4,,266 986km,5,Petrol,5,2006,Blue,5,Yes,6 l/100km,Dekra Green,T3 A/C 5-Door,F,Hatchback,"Complete, Up To Date",291003668,,42 l,BRA H091, B,R 57 000 ,Toyota,,1298 cc,Brackenfell (WC),,Yaris,Manual
[],110 kW,I4,,297 000km,6,Diesel,5,2010,White,5, No,5.6 l/100km,Dekra Green,xDrive20d Auto,FR,Sports Utility Vehicle (SUV),Partial,506507466,,67 l,, B,R 75 000 ,BMW,,1995 cc,Silver Lakes (GP),,X3,Automatic
[],81 kW,I4,,185 000km,5,Petrol,5,2011,Silver,5, No,6.7 l/100km,Dekra Green,1.6 Acenta,F,Hatchback,Partial,32E807145,,65 l,, B,R 57 000 ,Nissan,,1598 cc,Germiston (GP),,Qashqai,Manual
[],74 kW,I4,,208 000km,5,Diesel,5,2005,Red,4, No,4.9 l/100km,Dekra Green,1.9 TDI Highline,F,Sedan,No record,C51909714,,45 l,, B,R 38 000 ,Volkswagen,,1896 cc,Richmond (WC),,Polo,Manual
[],55 kW,I4,,181 000km,5,Petrol,5,2012,White,5, No,6.2 l/100km,Dekra Green,1.4 5-Door,F,Hatchback,Partial but Up to Date,B95608184,,45 l,, B,R 75 000 ,Volkswagen,,1398 cc,Richmond (WC),,Polo Vivo,Manual
[],125 kW,I4,,210 000km,5,Diesel,5,2011,Grey,4, No,6.4 l/100km,Dekra Green,C220 CDI Classic Auto,R,Sedan,Unverified Service History,424C09550,,66 l,, B,R 70 000 ,Mercedes-Benz,,2148 cc,Brackenfell (WC),,C Class Sedan,Automatic
[],150 kW,V6,R 1 085  p/m,244 259km,7,Petrol,4,2006,Blue,2, No,9.3 l/100km,Dekra Green,C230 V6 Coupe Auto,R,Coupe,No record,EF7B07880,,62 l,Near: NEL E021, B,R 39 900 ,Mercedes-Benz,,2496 cc,Mbombela (MP),,C Class Coupe,Automatic
[],91 kW,I4,,215 000km,5,Petrol,5,2011,White,5,Yes,5.9 l/100km,Dekra Green,1.6,F,Hatchback,Unverified Service History,5A0508291,,45 l,CPT h030, B,R 75 000 ,Hyundai,,1591 cc,Brackenfell (WC),,i20,Manual
[],109 kW,V6,R 1 085  p/m,244 714km,5,Petrol,5,1998,Blue,3, No,,Dekra Green,3000 GLX SWB,FR,Station Wagon,No record,C7A607254,,75 l,, B,R 39 900 ,Mitsubishi,,2972 cc,Springfield (KZN),,Pajero,Manual
[],88 kW,I4,,189 000km,5,Petrol,5,2013,White,4,Yes,6.3 l/100km,Dekra Green,1.5 Elegance,F,Sedan,"Complete, Up To Date",9B1109238,,42 l,PEL D009, B,R 61 000 ,Honda,,1497 cc,Gqeberha (EC),,Ballade,Manual
[],132 kW,T5,R 1 085  p/m,263 720km,5,Petrol,5,2004,White,5,Yes,12.6 l/100km,Dekra Green,2.0T,F,Station Wagon,No record,9F2D04805,,70 l,, B,R 42 900,Volvo,,1948 cc,Midstream (GP),,V70,Manual
[],140 kW,I4,,214 000km,6,Petrol,5,2012,Black,5, No,6.9 l/100km,Dekra Green,1.6 Dig-T Tekna,F,Crossover (SUV),Partial,A88900054,,46 l,CPT E045, B,R 70 000 ,Nissan,,1618 cc,Brackenfell (WC),,Juke,Manual
[],50 kW,I4,R 1 721  p/m,95 000km,5,Petrol,4,2011,Silver,5,Yes,4.6 l/100km,Dekra Gold,1.0 Wild 5-Door,F,Hatchback,Partial,A56B04343,,35 l,, A,R 74 900 ,Toyota,,988 cc,Dome (GP),,Aygo,Manual
[],130 kW,V6,R 1 085  p/m,266 000km,5,Petrol,5,2002,Gold,4,Yes,11.47 l/100km,Dekra Green,Club,F,Sedan,No record,102107852,,65 l,BRA H086, B,R 39 900 ,Rover,,2497 cc,Brackenfell (WC),,75,Manual
[],130 kW,I4,,209 000km,6,Diesel,5,2009,White,4, No,5.1 l/100km,Dekra Green,520d Auto (E60),R,Sedan,No record,C57E08507,,70 l,, B,R 65 000 ,BMW,,1995 cc,Germiston (GP),,5 Series,Automatic
[],71 kW,I4,R 1 721  p/m,88 016km,5,Petrol,5,2010,Purple,5,Yes,5.9 l/100km,Dekra Green,1.4i Ambiente 5-Door,F,Hatchback,Partial,871D08918,,45 l,, B,R 74 900 ,Ford,,1388 cc,Springfield (KZN),,Fiesta,Manual
[],105 kW,I4,R 1 085  p/m,266 368km,5,Petrol,5,2004,White,4, No,9.93 l/100km,Dekra Green,C180k Avantgarde Auto,R,Sedan,Partial but Up to Date,1D0506309,,62 l,, B,R 39 900 ,Mercedes-Benz,,1796 cc,Springfield (KZN),,C Class Sedan,Automatic
[],130 kW,I6,,220 000km,6,Petrol,5,2006,Black,4, No,,Dekra Green,323i (E90),R,Sedan,No record,C07D05327,,63 l,, B,R 65 000 ,BMW,,2497 cc,Dome (GP),,3 Series,Manual
[],79 kW,L4,R 1 539  p/m,260 798km,5,Petrol,5,1998,White,4,Yes,,Dekra Green,160i GLE,F,Sedan,No record,298604683,,60 l,, B,R 64 900 ,Toyota,,1587 cc,Richmond (WC),,Corolla,Manual
[],150 kW,V6,R 1 085  p/m,267 000km,7,Petrol,4,2006,Silver,2, No,9.3 l/100km,Dekra Green,C230 V6 Coupe Auto,R,Coupe,No record,C56D09325,,62 l,, B,R 39 900 ,Mercedes-Benz,,2496 cc,Richmond (WC),,C Class Coupe,Automatic
[],55 kW,I4,R 1 539  p/m,119 893km,5,Petrol,5,2008,Blue,5,Yes,5.6 l/100km,Dekra Green,1.2 GLS HS,F,Hatchback,Partial but Up to Date,A39C00157,,35 l,, A,R 64 900 ,Hyundai,,1248 cc,Mbombela (MP),,i10,Manual
[],190 kW,I6,R 1 085  p/m,273 000km,4,Petrol,7,2006,Silver,5, No,12.2 l/100km,Dekra Green,4.0i TX Auto,R,Sports Utility Vehicle (SUV),No record,CC2D07347,,75 l,, B,R 39 900 ,Ford,,3984 cc,JHB South (GP),,Territory,Automatic
[],115 kW,I4,R 1 539  p/m,110 000km,6,Petrol,5,2011,White,4, No,7.9 l/100km,Dekra Green,320i (E90),R,Sedan,Unverified Service History,F27401002,,60 l,, B,R 64 900 ,BMW,,1995 cc,Silver Lakes (GP),,3 Series,Manual
[],104 kW,I4,R 1 085  p/m,275 000km,5,Petrol,5,2006,Silver,5,Yes,11.9 l/100km,Dekra Green,2.0 GLS,F,Sports Utility Vehicle (SUV),Partial,B40306416,,58 l,, B,R 39 900 ,Hyundai,,1975 cc,Springfield (KZN),,Tucson,Manual
[],62 kW,I4,R 1 085  p/m,58 344km,5,Petrol,4,2008,Grey,4, No,,Dekra Green,1.5 LS Auto,F,Sedan,Partial,D34D02250,,48 l,, B,R 42 900,Chevrolet,,1498 cc,Dome (GP),,Aveo,Automatic
[],61 kW,I4,R 1 539  p/m,162 000km,5,Petrol,5,2007,Gold,5, No,6.74 l/100km,Dekra Green,1.4i DSI,F,Hatchback,No record,D40404049,,42 l,, B,R 68 900,Honda,,1339 cc,Richmond (WC),,Jazz,Manual
[],70 kW,L4,R 1 085  p/m,182 800km,5,Petrol,5,1992,Grey,4, No,,Dekra Green,CLX,F,Sedan,No record,BF2F02956,,55 l,RIC L014, B,R 39 900 ,Volkswagen,,1781 cc,Richmond (WC),,Jetta 1I,Manual
[],120 kW,I4,R 1 539  p/m,175 000km,5,Diesel,5,2012,Silver,5,Yes,6.6 l/100km,Dekra Green,2.0 HDI Executive / Allure Auto,F,Sports Utility Vehicle (SUV),Partial,76E109156,,60 l,, B,R 72 900,Peugeot,,1997 cc,Richmond (WC),,3008,Automatic
[],85 kW,I4,R 1 539  p/m,177 000km,5,Petrol,5,2007,White,5, No,8.49 l/100km,Dekra Green,116i (E87),R,Hatchback,Partial,CA6511200,,50 l,PEL S012, B,R 80 900,BMW,,1596 cc,Gqeberha (EC),,1 Series,Manual
[],130 kW,I6,R 1 085  p/m,213 000km,6,Petrol,5,2008,Silver,4,Yes,,Dekra Green,323i Sport Auto (E90),R,Sedan,Partial,FDE002120,,63 l,, B,R 60 900,BMW,,2497 cc,Richmond (WC),,3 Series,Automatic
[],63 kW,I4,R 1 539  p/m,184 500km,5,Petrol,5,2011,White,4, No,5.9 l/100km,Dekra Green,1.4 Trendline,F,Sedan,No record,535A03715,,55 l,RIC D066, B,R 64 900 ,Volkswagen,,1398 cc,Richmond (WC),,Polo,Manual
[],97 kW,L4,R 1 085  p/m,156 000km,5,Petrol,5,1995,White,4,Yes,,Dekra Green,220 SI,F,Sedan,No record,AB9C06836,,70 l,, B,R 39 900 ,Toyota,,2164 cc,JHB South (GP),,Camry,Manual
[],118 kW,I4,R 1 667  p/m,214 900km,6,Petrol,5,2012,Silver,5,Yes,6.6 l/100km,Dekra Green,Sportback 1.8 TFSI Ambition,F,Hatchback,Unverified Service History,94AA10559,,55 l,, B,R 71 900 ,Audi,,1798 cc,Dome (GP),,A3,Manual
[],200 kW,V6,R 1 667  p/m,215 000km,7,Petrol,5,2005,Silver,4,Yes,9.7 l/100km,Dekra Green,E 350 Avantgarde,R,Sedan,Partial,D80401251,,80 l,, B,R 71 900 ,Mercedes-Benz,,3498 cc,Midstream (GP),,E Class Sedan,Automatic
[],54 kW,I4,R 1 085  p/m,240 000km,5,Petrol,5,2003,White,5, No,9.74 l/100km,Dekra Green,Chico 1.4,F,Hatchback,Partial,139003549,,49 l,Near: RIC L054, B,R 39 900 ,Volkswagen,,1423 cc,Richmond (WC),,Citi,Manual
[],,,R 1 085  p/m,km,,,,1970,Yellow,, No,,Dekra Green,Buggy,,,No record,ADA106876,,,, B,R 39 900 ,Volkswagen,Built-Up,,Gqeberha (EC),,Beach,
[],90 kW,I4,R 1 539  p/m,196 000km,6,Petrol,5,2015,Silver,4, No,7.1 l/100km,Dekra Green,1.6,F,Sedan,No record,D91001453,,55 l,, B,R 72 900,Toyota,,1598 cc,Germiston (GP),,Corolla Quest,Manual
[],110 kW,I4,R 1 667  p/m,157 000km,5,Diesel,5,2003,Black,4,Yes,8.13 l/100km,Dekra Green,320d Sport Auto (e46)f/l,R,Sedan,No record,6CD507213,,63 l,, B,R 71 900 ,BMW,,1995 cc,Springfield (KZN),,3 Series,Automatic
[],70 kW,L4,R 1 085  p/m,290 000km,5,Petrol,5,1993,Grey,4, No,,Dekra Green,CSX 1.8,F,Sedan,No record,197C06755,,55 l,, B,R 39 900 ,Volkswagen,,1781 cc,Richmond (WC),,Jetta 3,Manual
[],107 kW,I4,R 1 539  p/m,197 500km,5,Petrol,7,2008,Grey,5,Yes,8.2 l/100km,Dekra Green,2.0l Individual,F,Multi Purpose Vehicle,Partial,26AB03854,,60 l,, B,R 64 900 ,Mazda,,1999 cc,Dome (GP),,Mazda 5,Manual
[],45 kW,I4,,140 000km,5,Petrol,4,2006,White,5,Yes,6.2 l/100km,Dekra Green,1.1 GLS,F,Hatchback,No record,DEBE04916,,35 l,, A,R 36 000 ,Hyundai,,1086 cc,Dome (GP),,Atos,Manual
[],70 kW,I4,R 1 667  p/m,185 000km,5,Petrol,5,2007,Grey,5,Yes,5.9 l/100km,Dekra Gold,1.4 HS,F,Hatchback,Partial,193308007,,45 l,CPT h061, A,R 71 900 ,Hyundai,,1399 cc,Brackenfell (WC),,Getz,Manual
[],70 kW,I4,R 1 539  p/m,139 962km,5,Petrol,5,2010,White,5, No,5.9 l/100km,Dekra Green,1.4 HS,F,Hatchback,Partial,071706411,,45 l,, B,R 64 900 ,Hyundai,,1399 cc,JHB South (GP),,Getz,Manual
[],103 kW,I4,R 1 667  p/m,242 000km,6,Petrol,4,2013,Yellow,4, No,8.4 l/100km,Dekra Green,1.6 GDI Executive,F,Coupe,No record,5A8A01349,,50 l,, B,R 71 900 ,Hyundai,,1591 cc,Riverhorse (KZN),,Veloster,Manual
[],331 kW,V8,R 1 667  p/m,250 000km,6,Petrol,5,2004,Silver,5, No,15.7 l/100km,Dekra Green,Turbo Tiptronic,FR,Sports Utility Vehicle (SUV),Partial,96B003768,,100 l,RIC E076, B,R 71 900 ,Porsche,,4511 cc,Richmond (WC),,Cayenne,Automatic
[],110 kW,I4,R 1 085  p/m,298 294km,5,Diesel,5,2007,Silver,4, No,7.09 l/100km,Dekra Green,C220 CDI Classic Auto,R,Sedan,No record,348905029,,62 l,, B,R 39 900 ,Mercedes-Benz,,2148 cc,Mbombela (MP),,C Class Sedan,Automatic
[],191 kW,I4,R 1 667  p/m,256 836km,6,Petrol,5,2008,Silver,4,Yes,,Dekra Green,2.3i MPS,FR,Sedan,Partial,D71513592,,60 l,Near: SIL W006, B,R 71 900 ,Mazda,,2261 cc,Silver Lakes (GP),,Mazda 6,Manual
[],125 kW,V6,R 1 085  p/m,315 000km,5,Petrol,5,2001,Silver,4, No,12.65 l/100km,Dekra Green,C 240 Elegance Auto,R,Sedan,Partial,C99907600,,62 l,, B,R 39 900 ,Mercedes-Benz,,2597 cc,Richmond (WC),,C Class Sedan,Automatic
[],115 kW,I4,R 1 667  p/m,268 000km,5,Petrol,5,2008,Silver,4, No,7.8 l/100km,Dekra Green,C180k Avantgarde Auto,R,Sedan,No record,F2EE07807,,66 l,, B,R 71 900 ,Mercedes-Benz,,1796 cc,JHB South (GP),,C Class Sedan,Automatic
[],165 kW,V6,R 1 539  p/m,148 826km,0,Petrol,5,2002,Silver,4, No,11.7 l/100km,Dekra Green,E 320,R,Sedan,No record,B0B400927,,80 l,, B,R 69 900,Mercedes-Benz,,3199 cc,Dome (GP),,E Class Sedan,Automatic
[],141 kW,I4,R 1 085  p/m,321 820km,5,Petrol,4,2003,White,2, No,10.87 l/100km,Dekra Green,C 230k Coupe Auto,R,Coupe,Partial,D27105521,,62 l,, B,R 42 900,Mercedes-Benz,,1796 cc,Mbombela (MP),,C Class Coupe,Automatic
[],110 kW,I4,R 1 667  p/m,277 000km,6,Petrol,5,2010,White,5, No,8.2 l/100km,Dekra Green,sDrive18i,R,Sports Utility Vehicle (SUV),Partial but Up to Date,E38A02501,,63 l,, B,R 71 900 ,BMW,,1995 cc,Gqeberha (EC),,X1,Manual
[],105 kW,I4,R 1 085  p/m,354 599km,5,Petrol,5,2005,White,4,Yes,9.93 l/100km,Dekra Green,C180k Avantgarde,R,Sedan,No record,442909858,,62 l,, B,R 39 900 ,Mercedes-Benz,,1796 cc,Springfield (KZN),,C Class Sedan,Manual
['CarPlay or Android Auto'],80 kW,I4,R 1 539  p/m,220 000km,6,Diesel,5,2006,White,5, No,5.2 l/100km,Dekra Green,A 180 CDI Classic,F,Multi Purpose Vehicle,"Complete, Up To Date",C84903124,,54 l,, B,R 64 900 ,Mercedes-Benz,,1991 cc,JHB South (GP),,A Class,Manual
[],103 kW,I4,R 1 539  p/m,227 000km,6,Diesel,5,2008,Blue,4,Yes,6.6 l/100km,Dekra Green,2.0 TDI Highline DSG,F,Sedan,Partial,FA4107194,,70 l,, B,R 64 900 ,Volkswagen,,1968 cc,Midstream (GP),,Passat,Automatic
[],115 kW,I4,R 1 085  p/m,184 000km,6,Petrol,5,2013,White,4, No,6.4 l/100km,Dekra Green,1.6 THP Active,,Sedan,Partial,F69806494,,72 l,, B,R 39 900 ,Peugeot,,1598 cc,Gqeberha (EC),,508,Manual
[],81 kW,I4,R 1 539  p/m,348 000km,5,Petrol,5,2011,Silver,5,Yes,7.1 l/100km,Dekra Green,1.6 Visia,F,Sports Utility Vehicle (SUV),Partial,C19E00409,,65 l,, B,R 68 900,Nissan,,1598 cc,Mbombela (MP),,Qashqai,Manual
[],74 kW,I4,R 1 539  p/m,159 000km,6,Petrol,5,2011,Silver,4,Yes,5 l/100km,Dekra Green,1.3 Professional,F,Sedan,No record,070603318,,55 l,, B,R 64 900 ,Toyota,,1330 cc,Riverhorse (KZN),,Corolla,Manual
[],85 kW,I4,,166 000km,7,Petrol,5,2011,Grey,5,Yes,7.1 l/100km,Dekra Green,B 180 Auto,F,Multi Purpose Vehicle,Partial,A0BA08084,,54 l,BRA H076, B,R 56 000 ,Mercedes-Benz,,1699 cc,Brackenfell (WC),,B Class,Automatic
[],105 kW,I4,R 1 521  p/m,158 159km,5,Petrol,5,2002,White,4,Yes,10.57 l/100km,Dekra Green,C180k Classic Auto,R,Sedan,Partial,5F4801631,,62 l,, B,R 63 900 ,Mercedes-Benz,,1796 cc,Springfield (KZN),,C Class Sedan,Automatic
['Reverse camera'],165 kW,V6,R 1 667  p/m,290 000km,5,Petrol,5,2011,White,5, No,10.5 l/100km,Dekra Green,3.2 V6 Auto,FR,Sports Utility Vehicle (SUV),Partial,8FEB11020,,66 l,, B,R 71 900 ,Suzuki,,3195 cc,Midstream (GP),,Grand Vitara,Automatic
['CarPlay or Android Auto'],140 kW,V6,R 1 667  p/m,313 000km,6,Diesel,7,2007,White,5,Yes,10.2 l/100km,Dekra Green,3 TD V6 HSE Auto,FR,Sports Utility Vehicle (SUV),Unverified Service History,4F7B08839,,82 l,, B,R 79 900,Land Rover,,2720 cc,Richmond (WC),,Discovery,Automatic
[],62 kW,I4,,145 508km,5,Petrol,5,2013,Silver,5,Yes,6.6 l/100km,Dekra Green,1.4 Ambiente,F,Hatchback,Partial but Up to Date,444105671,,45 l,, B,R 71 000 ,Ford,,1388 cc,Midstream (GP),,Figo,Manual
[],112 kW,I4,,147 000km,5,Petrol,5,2005,White,4, No,7.54 l/100km,Dekra Green,2.4 XLI,F,Sedan,Partial,F4FC02929,,70 l,PE Q001, B,R 66 000 ,Toyota,,2362 cc,Gqeberha (EC),,Camry,Manual
[],62 kW,I4,,135 000km,5,Petrol,5,2015,Silver,5,Yes,6.6 l/100km,Dekra Gold,1.4 Trend,F,Hatchback,Partial but Up to Date,49CE08964,,45 l,, A,R 92 000 ,Ford,,1388 cc,Germiston (GP),,Figo,Manual
[],92 kW,I3,,160 380km,6,Petrol,5,2016,Silver,4,Yes,5 l/100km,Dekra Green,1.0 EcoBoost Ambiente,F,Sedan,Partial but Up to Date,9A4B09251,,55 l,, B,R 66 000 ,Ford,,998 cc,Springfield (KZN),,Focus,Manual
[],95 kW,I4,R 2 030  p/m,182 000km,6,Petrol,5,2014,Black,4, No,6.6 l/100km,Dekra Green,1.6 EX,F,Sedan,Partial,FC2105886,,50 l,EPP H028, A,R 99 900,KIA,,1591 cc,Epping (WC),,Cerato,Manual
[],63 kW,I4,R 2 030  p/m,191 205km,5,Petrol,5,2017,Red,5,Yes,6.2 l/100km,Dekra Green,1.4 Trendline 5-Door,F,Hatchback,No record,3E2501124,,45 l,, A,R 91 900 ,Volkswagen,,1398 cc,JHB South (GP),,Polo Vivo,Manual
[],115 kW,I4,,197 000km,6,Petrol,5,2010,White,4, No,6.7 l/100km,Dekra Green,C180k BE Classic,R,Sedan,No record,526309797,,66 l,, B,R 66 000 ,Mercedes-Benz,,1796 cc,Pietermaritzburg (KZN),,C Class Sedan,Manual
[],63 kW,I4,R 2 030  p/m,116 138km,5,Petrol,5,2017,White,4, No,6.2 l/100km,Dekra Green,1.4 Trendline,F,Sedan,"Complete, Up To Date",7CD609398,,45 l,, B,R 91 900 ,Volkswagen,,1398 cc,Springfield (KZN),,Polo Vivo,Manual
[],65 kW,I4,R 2 030  p/m,101 000km,5,Petrol,5,2013,White,5, No,5.6 l/100km,Dekra Gold,1.2 Comfort 5-Door,F,Hatchback,Partial but Up to Date,8E5F03290,,35 l,, A,R 91 900 ,Honda,,1198 cc,Gqeberha (EC),,Brio,Manual
[],115 kW,I4,,200 000km,7,Petrol,5,2011,Silver,4,Yes,6.5 l/100km,Dekra Green,C180 BE Avantgarde Auto,R,Sedan,No record,E20407943,,59 l,, B,R 71 000 ,Mercedes-Benz,,1796 cc,Dome (GP),,C Class Sedan,Automatic
[],66 kW,I3,R 2 030  p/m,90 500km,5,Petrol,5,2014,Blue,5,Yes,5.2 l/100km,Dekra Green,900 T Dynamique,F,Hatchback,Partial,9B5513321,,45 l,, A,R 91 900 ,Renault,,898 cc,Richmond (WC),,Sandero,Manual
['Auto stop-start'],77 kW,I4,,218 000km,5,Petrol,5,2015,Red,5, No,6 l/100km,Dekra Green,1.6 Dynamic 5-Door,F,Hatchback,Partial but Up to Date,251E02444,,55 l,, B,R 71 000 ,Mazda,,1598 cc,Dome (GP),,Mazda 3,Manual
[],66 kW,I3,R 2 030  p/m,103 000km,5,Petrol,5,2015,Silver,5,Yes,5.4 l/100km,Dekra Green,900t Stepway,F,Hatchback,Partial but Up to Date,314F03156,,45 l,Near: RIC L061, A,R 91 900 ,Renault,,898 cc,Richmond (WC),,Sandero,Manual
['Auto stop-start'],91 kW,I4,R 2 030  p/m,130 000km,6,Petrol,4,2013,Red,3,Yes,5 l/100km,Dekra Green,1.5,F,Coupe,Partial,493400158,,40 l,, A,R 91 900 ,Honda,,1497 cc,Germiston (GP),,CR-Z,Manual
[],66 kW,I3,,136 000km,5,Petrol,5,2015,White,5, No,5.5 l/100km,Dekra Green,900 T Expression 5-Door (66 KW),F,Hatchback,Partial,A59B07607,,45 l,, A,R 91 900 ,Renault,,898 cc,JHB South (GP),,Clio IV,Manual
[],65 kW,I4,R 2 030  p/m,88 000km,5,Petrol,5,2015,Blue,5, No,5.6 l/100km,Dekra Green,1.2 Trend 5-Door,F,Hatchback,"Complete, Up To Date",6DE111064,,35 l,RCJBS g066, A,R 91 900 ,Honda,,1198 cc,JHB South (GP),,Brio,Manual
[],50 kW,I3,,75 000km,5,Petrol,5,2016,Red,5,Yes,5.2 l/100km,Dekra Gold,1.2 LUX,F,Hatchback,Partial,00E208354,,35 l,, A,R 79 000 ,Datsun,,1198 cc,Midstream (GP),,GO,Manual
[],115 kW,I4,,216 804km,7,Petrol,5,2011,White,4,Yes,6.5 l/100km,Dekra Green,C180 BE Classic Auto,R,Sedan,Partial,772414301,,59 l,, B,R 74 000 ,Mercedes-Benz,,1796 cc,George (WC),,C Class Sedan,Automatic
[],63 kW,I4,,222 000km,5,Petrol,5,2011,White,5,Yes,6.1 l/100km,Dekra Green,1.4 Comfortline 5-Door,F,Hatchback,Partial,E55E07032,,45 l,CPT h048, B,R 85 000 ,Volkswagen,,1398 cc,Brackenfell (WC),,Polo,Manual
[],60 kW,I4,R 1 667  p/m,98 000km,5,Petrol,5,2012,Black,5, No,5.4 l/100km,Dekra Green,1.2 LS 5-Door,F,Hatchback,No record,FB5810489,,35 l,, B,R 71 900 ,Chevrolet,,1206 cc,Dome (GP),,Spark,Manual
[],128 kW,I4,,225 466km,6,Diesel,7,2008,Silver,5, No,9 l/100km,Dekra Green,2.5 DCI (L9/12),FR,Sports Utility Vehicle (SUV),No record,E39308307,,80 l,, B,R 79 000 ,Nissan,,2488 cc,Germiston (GP),,Pathfinder,Manual
[],64 kW,I4,R 1 812  p/m,121 000km,5,Petrol,5,2008,Black,5, No,5.5 l/100km,Dekra Gold,T3+ 5-Door,F,Hatchback,Partial but Up to Date,6F2A07568,,42 l,, A,R 79 900 ,Toyota,,1298 cc,Dome (GP),,Yaris,Manual
[],64 kW,I4,R 1 667  p/m,200 000km,5,Petrol,5,2006,Silver,5,Yes,6 l/100km,Dekra Gold,T3 Spirit 5-Door,F,Hatchback,Partial but Up to Date,202E06025,,42 l,, A,R 71 900 ,Toyota,,1298 cc,Epping (WC),,Yaris,Manual
[],50 kW,I4,R 1 667  p/m,111 520km,5,Petrol,4,2012,Silver,3,Yes,4.6 l/100km,Dekra Green,1.0 Fresh 3-Door,F,Hatchback,Partial,2DC903994,,35 l,, A,R 75 900,Toyota,,988 cc,Dome (GP),,Aygo,Manual
